loan_id, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, bank_asset_value, luxury_assets_value,Expenses, loan_status
2146,2, Graduate, No,3300000,7900000,20,829,4800000,2100000,2600000,13200000,1465379, Approved
2147,3, Not Graduate, No,7400000,23400000,16,700,19300000,3000000,8900000,20700000,4352926, Approved
2148,0, Not Graduate, Yes,4500000,12400000,18,719,10300000,200000,3100000,9200000,2072567, Approved
2149,1, Not Graduate, Yes,9500000,30500000,12,430,5400000,8000000,10500000,30800000,6745255, Rejected
2150,1, Graduate, No,800000,3000000,4,338,900000,1000000,400000,2600000,446661, Approved
2151,2, Graduate, No,4000000,13000000,4,695,6400000,6900000,4300000,15400000,1747524, Approved
2152,2, Not Graduate, No,7000000,25700000,18,374,3400000,13700000,4500000,14900000,5644551, Rejected
2153,3, Graduate, No,3500000,8500000,18,609,7300000,0,2500000,12700000,2014387, Approved
2154,3, Graduate, Yes,9700000,36000000,6,631,3500000,5500000,7500000,28500000,3981665, Approved
2155,0, Not Graduate, No,3400000,10800000,6,439,5300000,1400000,1900000,11600000,2489173, Rejected
2156,1, Graduate, Yes,4600000,13500000,20,837,5600000,7700000,2500000,11900000,2506701, Approved
2157,4, Graduate, No,3800000,10400000,10,833,7500000,2500000,4200000,14100000,1831925, Approved
2158,4, Not Graduate, Yes,4200000,9600000,20,863,7400000,900000,3400000,9100000,2384540, Approved
2159,2, Graduate, No,2500000,8700000,4,684,0,600000,2600000,9700000,1228341, Approved
2160,0, Not Graduate, Yes,7000000,24600000,6,542,6400000,2600000,4700000,24500000,4411162, Rejected
2161,1, Not Graduate, No,5300000,11500000,8,753,10000000,4200000,3000000,14400000,2693465, Approved
2162,0, Not Graduate, No,6400000,14200000,2,512,1600000,9200000,3500000,23100000,5298932, Rejected
2163,3, Not Graduate, No,3400000,8100000,12,385,6100000,4000000,4000000,10700000,2440733, Rejected
2164,4, Not Graduate, No,6700000,18800000,2,749,15600000,7900000,8600000,19900000,3884658, Approved
2165,1, Not Graduate, Yes,4600000,10100000,4,618,2200000,100000,4300000,12900000,2403237, Approved
2166,4, Graduate, Yes,900000,2500000,4,583,1300000,800000,1100000,1800000,436486, Approved
2167,0, Graduate, No,5100000,19900000,18,655,4400000,0,7100000,17100000,2721872, Approved
2168,0, Not Graduate, Yes,7000000,20900000,20,380,11800000,10800000,6200000,21100000,4201970, Rejected
2169,3, Graduate, Yes,4100000,14700000,6,679,6600000,3700000,5600000,10500000,1886523, Approved
2170,2, Graduate, No,4600000,14800000,6,410,12900000,6800000,5800000,16100000,2850643, Rejected
2171,2, Graduate, Yes,3600000,11500000,8,590,1600000,5200000,3000000,10900000,1924107, Approved
2172,5, Graduate, No,5900000,13800000,14,397,12400000,600000,3000000,20400000,3788097, Rejected
2173,2, Graduate, No,600000,2100000,16,425,900000,500000,300000,2300000,467032, Rejected
2174,0, Graduate, No,4900000,16400000,2,383,3300000,3500000,5800000,15000000,2726445, Approved
2175,5, Graduate, Yes,6400000,23900000,6,406,14700000,12400000,4300000,25400000,4956764, Rejected
2176,2, Graduate, No,7000000,19800000,10,563,3900000,9400000,8000000,22800000,3338386, Approved
2177,3, Graduate, Yes,6700000,13400000,14,782,4900000,4000000,9600000,25800000,3314579, Approved
2178,1, Not Graduate, Yes,800000,2200000,4,852,900000,200000,1000000,2200000,413724, Approved
2179,5, Not Graduate, No,7600000,27800000,2,753,18400000,12200000,8000000,16900000,4413681, Approved
2180,5, Graduate, Yes,3200000,7600000,4,489,5000000,2900000,1900000,10600000,2311093, Rejected
2181,2, Not Graduate, Yes,4900000,13800000,2,586,9900000,1400000,7000000,9900000,1969793, Approved
2182,3, Not Graduate, No,7200000,20800000,16,560,2100000,10700000,3600000,21100000,2912486, Approved
2183,3, Graduate, No,5600000,20600000,6,487,6400000,9700000,4100000,20200000,4520398, Rejected
2184,4, Graduate, Yes,7300000,18300000,8,434,10000000,2900000,6700000,26800000,4422071, Rejected
2185,4, Not Graduate, No,3300000,7000000,20,504,8200000,3200000,2500000,7300000,2354530, Rejected
2186,2, Graduate, Yes,9200000,25300000,4,827,25900000,15900000,11000000,19300000,4961664, Approved
2187,3, Not Graduate, Yes,8100000,23300000,20,657,15700000,2900000,6200000,28100000,3980697, Approved
2188,5, Graduate, No,6600000,21400000,10,447,12700000,11100000,6400000,20200000,5095428, Rejected
2189,0, Graduate, Yes,4200000,13600000,4,834,8700000,3400000,3100000,12000000,1957864, Approved
2190,2, Graduate, No,5800000,21700000,8,354,12500000,2300000,6800000,12200000,4522081, Rejected
2191,2, Graduate, Yes,5600000,21000000,18,883,9800000,1600000,6000000,20900000,2774109, Approved
2192,0, Not Graduate, Yes,3600000,9900000,12,641,10300000,2400000,2700000,9100000,1888774, Approved
2193,1, Graduate, Yes,7700000,16900000,6,621,22600000,7900000,10200000,27400000,4441879, Approved
2194,0, Graduate, Yes,7800000,23300000,10,587,12500000,9300000,9700000,27500000,3362182, Approved
2195,3, Not Graduate, No,5700000,15400000,16,424,4700000,3000000,5600000,16400000,3664929, Rejected
2196,5, Graduate, No,6300000,20500000,14,515,4300000,3600000,9100000,18300000,5319278, Rejected
2197,5, Not Graduate, Yes,2300000,4700000,18,592,1600000,3900000,2800000,6200000,1235431, Approved
2198,4, Graduate, Yes,9600000,19900000,6,319,3200000,16500000,6600000,28100000,6738925, Rejected
2199,1, Not Graduate, Yes,1000000,3900000,16,360,2500000,300000,600000,2100000,620219, Rejected
2200,5, Graduate, Yes,7200000,27100000,12,535,8400000,12800000,4800000,28100000,5306399, Rejected
2201,2, Not Graduate, Yes,3800000,11400000,16,666,9000000,2400000,3800000,8000000,1793991, Approved
2202,4, Not Graduate, Yes,9300000,24600000,16,419,18100000,0,5100000,26700000,6520991, Rejected
2203,2, Not Graduate, Yes,7200000,21900000,12,640,0,11400000,3800000,14600000,4016134, Approved
2204,0, Graduate, No,7600000,19700000,12,545,4300000,5200000,7300000,29500000,5875652, Rejected
2205,4, Graduate, No,4500000,15300000,10,843,13200000,6900000,2200000,10800000,2404781, Approved
2206,1, Not Graduate, Yes,9900000,30900000,20,559,12100000,6100000,12100000,38600000,4430898, Approved
2207,0, Not Graduate, Yes,700000,2000000,18,650,400000,1300000,500000,2800000,383715, Approved
2208,0, Graduate, No,3500000,12300000,16,479,9700000,6000000,4700000,7900000,2201546, Rejected
2209,1, Graduate, Yes,300000,1000000,14,324,100000,100000,100000,1100000,216814, Rejected
2210,5, Not Graduate, Yes,5400000,16700000,2,354,1100000,4500000,5200000,19300000,2746144, Approved
2211,4, Not Graduate, Yes,2800000,8400000,10,521,1500000,1200000,3700000,9100000,1885899, Rejected
2212,5, Not Graduate, Yes,4900000,15900000,8,505,12400000,4900000,6100000,14900000,4052880, Rejected
2213,4, Not Graduate, No,600000,1700000,12,436,400000,0,700000,1700000,363448, Rejected
2214,0, Graduate, No,3000000,8100000,6,683,3200000,4900000,3200000,10200000,1459449, Approved
2215,0, Graduate, No,1800000,5800000,18,348,2900000,700000,1000000,6700000,1465366, Rejected
2216,4, Graduate, Yes,5100000,15700000,6,867,11200000,8300000,3600000,19200000,2704096, Approved
2217,5, Graduate, No,1400000,4100000,14,880,3700000,1800000,2100000,2800000,612492, Approved
2218,2, Graduate, Yes,6700000,25500000,10,673,11100000,8600000,5000000,25100000,2880279, Approved
2219,3, Not Graduate, No,4300000,12600000,18,482,9300000,900000,6100000,13200000,2654998, Rejected
2220,3, Graduate, Yes,7800000,19600000,4,767,18100000,10500000,7700000,20500000,3637913, Approved
2221,3, Not Graduate, No,5400000,15800000,18,760,12700000,2300000,7200000,16400000,3180311, Approved
2222,0, Not Graduate, No,500000,1900000,2,857,1100000,500000,300000,1800000,247687, Approved
2223,1, Graduate, No,8600000,26700000,10,735,11800000,9100000,11200000,20700000,3503254, Approved
2224,3, Graduate, No,2500000,9300000,4,810,2700000,3300000,3700000,9400000,1473341, Approved
2225,4, Not Graduate, No,3000000,7200000,2,680,900000,3400000,1700000,9600000,1401440, Approved
2226,5, Not Graduate, Yes,7000000,26900000,4,889,1400000,4200000,7400000,22400000,3400051, Approved
2227,1, Not Graduate, Yes,400000,1500000,16,688,400000,300000,200000,1200000,162277, Approved
2228,5, Not Graduate, No,5200000,13700000,16,531,8800000,4500000,2900000,15700000,3152645, Rejected
2229,3, Graduate, No,3300000,11100000,2,660,6500000,3700000,4500000,12300000,1370213, Approved
2230,1, Not Graduate, Yes,2400000,8800000,18,414,3600000,2200000,2500000,7100000,1564131, Rejected
2231,4, Graduate, Yes,5800000,15800000,14,528,6300000,100000,8700000,21400000,3942559, Rejected
2232,4, Not Graduate, Yes,9400000,20000000,12,817,3600000,1600000,8000000,34400000,3843139, Approved
2233,2, Not Graduate, No,6100000,15300000,2,799,7100000,5500000,5300000,17800000,2730935, Approved
2234,1, Graduate, Yes,7500000,21400000,20,655,13000000,10300000,8100000,28100000,3706338, Approved
2235,2, Not Graduate, No,4100000,16200000,6,546,3500000,3100000,3700000,15100000,2832840, Rejected
2236,3, Not Graduate, No,8500000,30800000,14,745,11000000,8200000,7200000,19400000,4684872, Approved
2237,0, Graduate, No,4300000,16900000,8,884,6500000,5400000,3700000,12000000,1874888, Approved
2238,5, Not Graduate, No,9300000,22000000,4,822,20900000,10000000,12100000,24200000,5508989, Approved
2239,4, Not Graduate, No,6000000,18700000,2,623,4300000,4000000,5700000,19100000,3488713, Approved
2240,1, Not Graduate, Yes,5300000,18900000,16,361,300000,5000000,5500000,11900000,3566445, Rejected
2241,5, Not Graduate, Yes,7400000,16200000,2,778,17000000,2700000,9200000,19400000,3145649, Approved
2242,1, Not Graduate, Yes,1100000,3800000,8,779,600000,1800000,1600000,4000000,656223, Approved
2243,1, Graduate, Yes,6600000,20700000,4,594,4800000,200000,8900000,26400000,3905426, Approved
2244,3, Graduate, No,8200000,28300000,2,530,15000000,10500000,12100000,20200000,4839187, Approved
2245,3, Not Graduate, No,3300000,9300000,12,324,5300000,2600000,2000000,7500000,2671500, Rejected
2246,4, Graduate, Yes,2500000,9000000,10,394,6700000,2000000,3000000,7300000,2077296, Rejected
2247,3, Graduate, Yes,3300000,10400000,12,816,7100000,6300000,4900000,11800000,1520843, Approved
2248,5, Not Graduate, No,1000000,2300000,16,423,1700000,700000,1400000,2900000,803000, Rejected
2249,5, Graduate, Yes,6200000,12800000,2,539,5600000,9800000,4800000,22300000,4948519, Rejected
2250,1, Graduate, No,7000000,21000000,20,554,16900000,6600000,5600000,14600000,3512237, Approved
2251,2, Graduate, Yes,7000000,19000000,6,523,5300000,9300000,9500000,25800000,4600805, Rejected
2252,1, Not Graduate, Yes,5300000,12000000,10,852,400000,10400000,5000000,18900000,2243780, Approved
2253,0, Not Graduate, Yes,1800000,3700000,2,505,3900000,2400000,1400000,4500000,1493695, Rejected
2254,0, Graduate, Yes,2300000,7900000,10,430,6600000,2800000,1900000,8100000,1776674, Rejected
2255,2, Graduate, No,4000000,9200000,16,784,3200000,600000,4900000,13000000,1779147, Approved
2256,1, Not Graduate, No,8900000,24000000,6,380,16500000,7400000,7500000,27700000,5494298, Rejected
2257,3, Graduate, No,8000000,18600000,20,565,1600000,8600000,9400000,22500000,3511699, Approved
2258,4, Graduate, Yes,7900000,26900000,14,446,17900000,7300000,8200000,16500000,5176244, Rejected
2259,5, Graduate, Yes,6700000,20200000,8,406,6900000,4900000,7100000,15300000,4453553, Rejected
2260,4, Not Graduate, No,2400000,6000000,6,712,6800000,2200000,1200000,6000000,1400828, Approved
2261,4, Not Graduate, No,8600000,22600000,14,729,300000,16200000,11900000,20500000,4996224, Approved
2262,1, Not Graduate, Yes,5300000,14600000,20,508,11200000,2800000,4600000,17000000,4163011, Rejected
2263,0, Graduate, No,7400000,24900000,20,648,7100000,7900000,6200000,23300000,4180392, Approved
2264,0, Not Graduate, Yes,8700000,18700000,10,346,1200000,1800000,8200000,30700000,6315097, Rejected
2265,5, Graduate, No,8200000,18500000,4,394,9600000,5700000,11100000,27400000,5751750, Rejected
2266,0, Not Graduate, Yes,3700000,9700000,12,501,2600000,6600000,4600000,9200000,2908190, Rejected
2267,5, Not Graduate, Yes,9200000,36300000,2,655,3000000,1200000,8700000,32200000,4724952, Approved
2268,4, Not Graduate, No,6100000,20900000,4,662,10200000,7000000,4100000,23300000,2556568, Approved
2269,2, Graduate, Yes,8800000,30800000,20,820,700000,4800000,12700000,25900000,5019007, Approved
2270,5, Not Graduate, No,9200000,18900000,10,521,8300000,14500000,6900000,23400000,5738724, Rejected
2271,3, Graduate, No,7200000,27900000,12,473,21100000,8800000,8700000,27800000,5001509, Rejected
2272,1, Graduate, No,600000,1200000,10,561,900000,300000,600000,1400000,323896, Approved
2273,5, Graduate, No,8000000,23100000,20,461,5900000,2400000,7200000,29300000,5842599, Rejected
2274,4, Graduate, Yes,6900000,13800000,16,715,2100000,6100000,8200000,20900000,3543402, Approved
2275,0, Not Graduate, Yes,4300000,15600000,18,440,6200000,1300000,4700000,10000000,2826327, Rejected
2276,3, Not Graduate, Yes,8500000,24900000,18,749,9600000,1200000,10100000,31700000,4601563, Approved
2277,4, Not Graduate, No,8600000,17400000,2,787,11700000,10600000,10600000,18400000,4332247, Approved
2278,3, Graduate, No,6300000,13900000,18,748,17700000,8800000,8600000,21700000,3384678, Approved
2279,3, Not Graduate, Yes,5800000,13600000,12,321,1700000,3300000,3400000,22300000,4693696, Rejected
2280,3, Graduate, Yes,1000000,2300000,10,303,1000000,400000,1000000,2500000,794891, Rejected
2281,0, Not Graduate, Yes,1700000,5400000,8,682,2400000,1000000,2100000,3900000,1011098, Approved
2282,2, Not Graduate, No,3200000,8600000,18,638,1000000,4900000,3500000,8600000,1314927, Approved
2283,0, Graduate, Yes,7500000,16600000,14,440,17200000,14500000,10300000,24100000,5896237, Rejected
2284,1, Not Graduate, Yes,2000000,6600000,10,873,1400000,200000,2400000,6300000,973276, Approved
2285,3, Not Graduate, No,9100000,19700000,20,437,6300000,13700000,12900000,23700000,6415781, Rejected
2286,4, Graduate, Yes,8400000,19700000,8,796,17900000,9200000,7700000,20200000,3991903, Approved
2287,4, Graduate, No,7100000,27200000,16,824,2400000,8000000,3900000,22400000,4099477, Approved
2288,2, Not Graduate, No,200000,800000,6,338,100000,0,100000,400000,143727, Rejected
2289,0, Not Graduate, Yes,5000000,14900000,12,575,12800000,1500000,6600000,12300000,2053515, Approved
2290,0, Not Graduate, Yes,4500000,16900000,8,773,6300000,6800000,6000000,14000000,2374860, Approved
2291,2, Not Graduate, Yes,5100000,19700000,2,733,0,4500000,6200000,12900000,2584090, Approved
2292,3, Graduate, Yes,4100000,10600000,14,475,5400000,4300000,4500000,13900000,3152618, Rejected
2293,1, Not Graduate, No,7200000,15000000,10,677,10600000,3900000,4100000,24500000,4003376, Approved
2294,3, Not Graduate, No,7800000,17700000,6,403,12600000,3700000,10000000,24700000,5369653, Rejected
2295,3, Graduate, Yes,7500000,25300000,12,767,13200000,10800000,9600000,19400000,3310237, Approved
2296,3, Graduate, Yes,6400000,21000000,2,813,3900000,10900000,4400000,20500000,3733052, Approved
2297,4, Graduate, No,7000000,25700000,20,597,19900000,13500000,10100000,27500000,3100827, Approved
2298,4, Not Graduate, Yes,9000000,31100000,8,896,7100000,4400000,13100000,23400000,5323959, Approved
2299,2, Not Graduate, Yes,4400000,13900000,6,810,13200000,4200000,5200000,15000000,2540573, Approved
2300,2, Not Graduate, No,900000,2000000,14,337,1700000,0,600000,2100000,562218, Rejected
2301,1, Graduate, No,9800000,26900000,18,792,15900000,14100000,11900000,25200000,5843844, Approved
2302,4, Not Graduate, No,600000,1600000,6,784,300000,100000,500000,1900000,268114, Approved
2303,5, Graduate, Yes,9700000,30100000,12,434,19600000,17900000,6900000,21000000,6693545, Rejected
2304,2, Graduate, Yes,8400000,32600000,10,384,13900000,1600000,7000000,21600000,5361759, Rejected
2305,1, Graduate, No,8300000,24900000,10,642,11500000,15400000,5800000,21600000,4457921, Approved
2306,4, Graduate, No,7900000,29900000,8,314,22000000,4600000,8100000,26000000,6661577, Rejected
2307,1, Not Graduate, No,8600000,25900000,2,606,3700000,14900000,12200000,32700000,4395597, Approved
2308,5, Not Graduate, Yes,6700000,17600000,14,843,12700000,200000,5600000,19500000,2720516, Approved
2309,0, Graduate, No,2700000,7400000,10,778,6800000,800000,2800000,5600000,1207430, Approved
2310,0, Not Graduate, No,6600000,25600000,8,718,12600000,12200000,9000000,21700000,3957518, Approved
2311,1, Graduate, Yes,7100000,20800000,20,437,9600000,7300000,8800000,24700000,5019039, Rejected
2312,5, Graduate, Yes,300000,700000,10,586,0,400000,100000,1000000,165932, Approved
2313,2, Graduate, No,2200000,7000000,6,777,6100000,400000,3300000,4400000,1007723, Approved
2314,1, Graduate, Yes,8700000,31700000,12,525,7800000,10200000,6100000,30300000,5673323, Rejected
2315,4, Graduate, No,7200000,23100000,12,632,4600000,8500000,4400000,19400000,3860995, Approved
2316,0, Not Graduate, No,2000000,4800000,20,337,1300000,2200000,1700000,5500000,1223107, Rejected
2317,4, Graduate, Yes,8600000,27900000,8,458,22400000,1800000,11700000,34000000,6385392, Rejected
2318,2, Graduate, Yes,2300000,5400000,8,364,4500000,500000,2000000,7000000,1492452, Rejected
2319,2, Not Graduate, Yes,9600000,29800000,16,499,28500000,6300000,7400000,31800000,6178214, Rejected
2320,2, Graduate, Yes,1900000,6500000,16,887,2000000,1200000,1700000,4500000,1119644, Approved
2321,1, Graduate, No,2100000,6300000,16,882,3900000,2200000,2900000,7700000,1000013, Approved
2322,1, Not Graduate, Yes,3900000,8700000,8,817,900000,2500000,2100000,10700000,1982682, Approved
2323,5, Not Graduate, Yes,200000,300000,10,704,500000,100000,200000,800000,103861, Approved
2324,1, Not Graduate, Yes,1900000,4500000,12,742,1200000,2000000,1200000,4400000,1135932, Approved
2325,0, Not Graduate, Yes,3200000,11600000,4,393,4700000,300000,3100000,8000000,1876397, Approved
2326,0, Not Graduate, No,1100000,4300000,18,828,700000,800000,900000,2900000,592528, Approved
2327,5, Graduate, Yes,8000000,21500000,12,779,2600000,15100000,10400000,29800000,3572908, Approved
2328,4, Graduate, Yes,6100000,21700000,6,860,13900000,900000,5600000,14100000,2452441, Approved
2329,5, Graduate, No,3200000,10600000,2,432,6500000,3700000,3700000,11200000,1502202, Approved
2330,4, Graduate, Yes,9000000,30400000,20,532,21000000,7400000,13100000,30500000,7382524, Rejected
2331,0, Not Graduate, Yes,1200000,3200000,2,678,1500000,1000000,900000,3400000,650021, Approved
2332,3, Graduate, No,7900000,27000000,6,601,17700000,7800000,11500000,27600000,4508552, Approved
2333,3, Graduate, Yes,7700000,23100000,8,807,2900000,9800000,7000000,20400000,3930107, Approved
2334,2, Not Graduate, No,4400000,16500000,16,879,7800000,7500000,5400000,10300000,1907530, Approved
2335,1, Not Graduate, No,3100000,11200000,18,665,2000000,5400000,2500000,12000000,1800092, Approved
2336,5, Not Graduate, Yes,2600000,9300000,16,697,5100000,1200000,3700000,7700000,1357432, Approved
2337,4, Graduate, No,5500000,21700000,14,867,5000000,8700000,3100000,15200000,2261742, Approved
2338,1, Graduate, No,5700000,15500000,8,544,10500000,8700000,7000000,20900000,3987770, Rejected
2339,5, Graduate, No,6100000,20700000,20,482,9400000,2000000,5900000,16900000,4292661, Rejected
2340,2, Graduate, No,8200000,22500000,18,857,13400000,14300000,8400000,28400000,3626110, Approved
2341,1, Graduate, No,6000000,21200000,12,549,17900000,8200000,6200000,16900000,4558902, Rejected
2342,1, Graduate, Yes,8000000,30600000,10,720,23700000,8500000,9700000,24900000,4562834, Approved
2343,4, Not Graduate, No,2000000,4800000,8,302,1500000,800000,2600000,4000000,1386804, Rejected
2344,5, Graduate, Yes,1300000,2900000,12,669,400000,1700000,1800000,3900000,715550, Approved
2345,1, Graduate, No,7000000,27100000,6,591,6700000,12200000,4900000,21500000,3158166, Approved
2346,3, Graduate, No,4100000,15300000,6,440,7500000,5100000,2000000,8200000,2575434, Rejected
2347,3, Graduate, No,8000000,26200000,16,890,15800000,4300000,4000000,25000000,3850536, Approved
2348,4, Not Graduate, No,8100000,28000000,8,663,8800000,11300000,5500000,26000000,3306399, Approved
2349,4, Graduate, Yes,9500000,22600000,14,433,10000000,900000,13400000,23100000,6842408, Rejected
2350,0, Graduate, No,9200000,22500000,10,317,14200000,17400000,10700000,28500000,7170829, Rejected
2351,2, Graduate, No,3900000,14700000,16,360,2600000,200000,2900000,8300000,2552271, Rejected
2352,1, Graduate, No,9100000,26200000,8,727,20800000,7100000,8900000,27800000,4238375, Approved
2353,3, Graduate, Yes,3000000,8300000,4,685,2900000,5400000,3800000,11300000,1454377, Approved
2354,4, Graduate, No,2000000,4300000,8,373,2000000,2700000,2200000,7700000,1667698, Rejected
2355,5, Graduate, No,6300000,14600000,8,469,13300000,10100000,3800000,24500000,5344147, Rejected
2356,3, Not Graduate, Yes,4100000,10900000,8,548,8800000,5200000,4300000,13200000,2828743, Rejected
2357,0, Not Graduate, No,9800000,29400000,20,618,1200000,14600000,8300000,33800000,4032248, Approved
2358,2, Graduate, No,5200000,15400000,8,658,1200000,7500000,3200000,12800000,2261398, Approved
2359,3, Graduate, No,7600000,28700000,18,781,21300000,12400000,8000000,29600000,3658745, Approved
2360,3, Not Graduate, No,9200000,35500000,2,715,11100000,11800000,11700000,19800000,4791820, Approved
2361,5, Not Graduate, No,2200000,8100000,4,409,300000,0,2400000,4900000,1470216, Rejected
2362,2, Not Graduate, Yes,8300000,20600000,10,504,100000,900000,6700000,33200000,5650713, Rejected
2363,3, Graduate, Yes,6100000,21600000,16,428,2900000,6100000,7200000,15100000,4898088, Rejected
2364,2, Graduate, No,4500000,16600000,20,704,6400000,4200000,2400000,16900000,1804849, Approved
2365,3, Not Graduate, No,6600000,18800000,12,834,18800000,9300000,4800000,13700000,2810626, Approved
2366,4, Not Graduate, No,8900000,34900000,14,694,15400000,2800000,9100000,20600000,4900573, Approved
2367,4, Graduate, Yes,3900000,13300000,20,453,9800000,500000,4700000,12300000,2726238, Rejected
2368,3, Graduate, Yes,8900000,35400000,14,404,22300000,7700000,5900000,26400000,5567440, Rejected
2369,5, Not Graduate, No,6400000,22300000,12,776,500000,9100000,5800000,24100000,3797390, Approved
2370,1, Not Graduate, Yes,9500000,28700000,16,526,24600000,4900000,6600000,31800000,5752820, Rejected
2371,3, Graduate, Yes,300000,1000000,8,641,700000,200000,200000,1100000,160776, Approved
2372,5, Not Graduate, No,4100000,12300000,6,582,10900000,6100000,3500000,14100000,1963399, Approved
2373,2, Graduate, No,8100000,20800000,18,778,4100000,15500000,10600000,16700000,3325411, Approved
2374,4, Graduate, No,9900000,28400000,10,763,23700000,12700000,5800000,35800000,4143219, Approved
2375,0, Not Graduate, No,4800000,19000000,12,650,7000000,1000000,4800000,15600000,2158413, Approved
2376,0, Graduate, Yes,2900000,9700000,2,820,6700000,1600000,3900000,9100000,1724503, Approved
2377,1, Not Graduate, Yes,3500000,13500000,12,824,8400000,3900000,4100000,11600000,1520693, Approved
2378,1, Not Graduate, Yes,4900000,12600000,4,718,11800000,7300000,3800000,11800000,2439630, Approved
2379,2, Not Graduate, Yes,5100000,13300000,14,313,5900000,7900000,3900000,18000000,3527016, Rejected
2380,5, Graduate, No,7300000,26200000,10,751,1400000,12200000,10400000,26700000,3687882, Approved
2381,0, Graduate, Yes,200000,300000,18,520,100000,300000,100000,600000,153232, Rejected
2382,2, Graduate, No,1400000,4700000,4,355,2100000,600000,1400000,4400000,593388, Approved
2383,3, Graduate, Yes,8700000,33600000,14,314,7700000,10000000,6200000,21700000,6833693, Rejected
2384,1, Not Graduate, Yes,2800000,5900000,20,728,1000000,3200000,1400000,10300000,1217408, Approved
2385,3, Graduate, Yes,9100000,30100000,14,564,26600000,7300000,8200000,22700000,5165510, Approved
2386,0, Not Graduate, Yes,6800000,15300000,14,699,19900000,2600000,8300000,13900000,3118536, Approved
2387,0, Not Graduate, Yes,5000000,17000000,6,624,6700000,6200000,5900000,15400000,2369438, Approved
2388,0, Graduate, Yes,4400000,16800000,14,795,8700000,8700000,3400000,12600000,2566214, Approved
2389,5, Not Graduate, Yes,8400000,18600000,20,703,2500000,7100000,9500000,28800000,4528918, Approved
2390,4, Graduate, No,7800000,17300000,4,394,3600000,13100000,7200000,24300000,5302508, Rejected
2391,4, Graduate, Yes,4800000,9900000,14,779,5200000,9300000,2900000,18600000,2018558, Approved
2392,1, Graduate, No,3200000,8800000,4,405,1000000,2600000,3400000,10700000,2519407, Rejected
2393,5, Graduate, Yes,2300000,6700000,16,612,6700000,3300000,2000000,8800000,1215864, Approved
2394,5, Not Graduate, Yes,9200000,28100000,10,448,22300000,3300000,10700000,33200000,7685369, Rejected
2395,2, Not Graduate, Yes,4700000,13700000,6,506,1300000,7900000,3500000,16700000,3740842, Rejected
2396,0, Not Graduate, Yes,8000000,30400000,2,776,16600000,1400000,7800000,29100000,4448845, Approved
2397,1, Graduate, Yes,2600000,8600000,6,730,800000,2900000,3100000,6000000,1545444, Approved
2398,3, Not Graduate, No,200000,800000,20,730,0,300000,300000,400000,113151, Approved
2399,5, Graduate, No,7300000,17200000,2,345,6100000,8400000,4900000,23200000,6055432, Rejected
2400,4, Not Graduate, No,3300000,11800000,2,847,7800000,2400000,3000000,12100000,1577601, Approved
2401,4, Not Graduate, No,8300000,23300000,20,398,18500000,11500000,9900000,17100000,5281608, Rejected
2402,5, Not Graduate, Yes,4100000,9600000,2,307,8800000,7800000,3100000,8500000,3360458, Rejected
2403,1, Not Graduate, No,7300000,23700000,16,852,9400000,6800000,8500000,22600000,3675543, Approved
2404,1, Not Graduate, No,9300000,27500000,6,364,12200000,13800000,10800000,25300000,6642693, Rejected
2405,2, Graduate, Yes,4300000,15200000,12,552,3400000,2100000,4800000,12700000,2369784, Approved
2406,3, Not Graduate, No,2600000,8100000,2,421,4200000,3100000,2500000,6200000,1276537, Approved
2407,5, Graduate, No,2900000,9800000,12,588,5900000,2300000,2900000,6800000,1485240, Approved
2408,2, Graduate, Yes,900000,3500000,6,763,2300000,300000,600000,2000000,384056, Approved
2409,3, Not Graduate, Yes,4900000,17500000,20,823,12600000,8700000,4800000,14300000,2295317, Approved
2410,0, Graduate, No,7700000,24800000,10,642,16800000,10700000,4500000,27400000,4452380, Approved
2411,1, Graduate, No,4700000,16800000,12,647,10400000,8300000,3400000,10600000,1895262, Approved
2412,5, Not Graduate, No,3000000,8900000,20,886,2600000,1000000,2800000,10600000,1255398, Approved
2413,4, Not Graduate, No,9700000,26200000,4,518,26200000,0,14000000,22500000,6102862, Rejected
2414,0, Graduate, Yes,6900000,26800000,20,515,10800000,2500000,8300000,16700000,5717498, Rejected
2415,2, Not Graduate, Yes,3800000,12400000,8,340,1800000,2600000,2600000,9700000,2321439, Rejected
2416,3, Not Graduate, Yes,600000,1700000,14,521,0,1000000,600000,1700000,496994, Rejected
2417,2, Not Graduate, Yes,1200000,2900000,12,330,400000,1600000,600000,3800000,822597, Rejected
2418,4, Not Graduate, Yes,7800000,26800000,2,474,8900000,11200000,5600000,18400000,3312474, Approved
2419,0, Not Graduate, No,9000000,35100000,6,898,500000,16200000,9100000,20700000,5039963, Approved
2420,1, Not Graduate, No,2800000,9100000,12,436,3600000,500000,3600000,7800000,1770244, Rejected
2421,1, Not Graduate, No,7800000,21300000,10,326,22800000,10700000,4500000,18500000,5287640, Rejected
2422,4, Graduate, Yes,4700000,9500000,18,876,11800000,6600000,4100000,18000000,2080366, Approved
2423,2, Graduate, No,4600000,17500000,20,597,11400000,6100000,4100000,14100000,2496093, Approved
2424,4, Graduate, No,5100000,16100000,14,436,11400000,2700000,6700000,13100000,3830225, Rejected
